TRADE_DATE,SEC_CODE,SYMBOL1,MARKET,VOLUME,TRADE_QTY,NO_OF_TRADES,LOW,BEST_ASK_PRICE,BEST_ASK_QTY,BEST_BID_PRICE,BEST_BID_QTY
29/06/2022,131076,JNTH,2,178676.3,381633,179,0.46,5.08,161000.0,5.53,4730.0
29/06/2022,131077,SPIC,1,67785.99,76744,106,0.86,3.41,250.0,3.88,15619.0
29/06/2022,131081,SPTI,2,15457.88,13799,2,1.12,1.02,1400.0,1.52,250.0
29/06/2022,131082,AEIV,2,22231.99,38331,12,0.58,1.25,37226.0,1.75,10109.0
29/06/2022,131087,REDV,2,218.96,322,2,0.68,1.02,1500.0,1.52,10000.0
29/06/2022,131088,EJAD,0,819.11,11050,13,0.07,1.27,5970.0,1.77,2500.0
29/06/2022,131092,ARED,0,200.3,10010,2,0.02,1.02,698642.0,1.52,69530.0
29/06/2022,131101,AQAR,2,177.33,257,3,0.69,1.05,2046.0,1.55,1143.0
29/06/2022,131206,JTEL,1,42109.0,21100,21,1.99,1.46,963.0,1.95,6600.0
29/06/2022,131207,CICO,2,11974.2,7531,4,1.58,1.07,5278.0,1.57,327.0
29/06/2022,131208,NAQL,2,397.9,2210,3,0.18,1.05,15889.0,1.55,84012.0
29/06/2022,131213,RJAL,0,600.0,3000,1,0.2,1.0,15195.0,1.5,38140.0
29/06/2022,131217,IPRO,0,401.25,3925,9,0.1,1.18,256699.0,1.68,420470.0
29/06/2022,131222,PIEC,1,15852.82,11628,12,1.35,1.25,227.0,1.75,20.0
29/06/2022,131225,INMA,0,4332.08,12870,15,0.33,1.32,5810.0,1.82,4368.0
29/06/2022,131226,INVH,0,5348.6,17743,20,0.3,1.44,4790.0,1.93,3037.0
29/06/2022,131227,AMWL,0,90.0,1000,1,0.09,1.0,240734.0,1.5,39826.0
29/06/2022,131229,JRCD,2,28.5,50,1,0.57,1.0,850.0,1.5,1550.0
29/06/2022,131230,SECO,0,126.28,308,2,0.41,1.02,43.0,1.52,50.0
29/06/2022,131231,AMAL,2,4306.5,4600,7,0.93,1.14,2226.0,1.64,500.0
29/06/2022,131232,CEBC,2,1373.0,1800,5,0.76,1.09,1000.0,1.59,54.0
29/06/2022,131234,AMAD,2,12600.0,16800,3,0.75,1.05,3077.0,1.55,2500.0
29/06/2022,131235,WIVA,2,555.0,1400,6,0.39,1.11,1552.0,1.61,10.0
29/06/2022,131236,IHCO,2,702.0,1950,7,0.36,1.14,4500.0,1.64,260.0
29/06/2022,131237,EMAR,0,2740.85,18271,10,0.15,1.2,103416.0,1.7,43075.0
29/06/2022,131238,NOTI,2,5200.73,3719,34,1.34,1.76,100.0,2.25,600.0
29/06/2022,131239,PHNX,2,16848.92,92299,51,0.18,2.14,1168.0,2.63,487805.0
29/06/2022,131240,MEET,2,489833.11,160601,10,3.05,1.2,99.0,1.7,10.0
29/06/2022,131241,COHO,2,33552.15,42865,52,0.76,2.18,3505.0,2.66,9556.0
29/06/2022,131243,MSFT,2,4280.4,10440,6,0.41,1.11,12440.0,1.61,51023.0
29/06/2022,131245,NCMD,2,34.35,15,3,2.28,1.05,1.0,1.55,500.0
29/06/2022,131246,HIPR,2,23584.99,68801,28,0.34,1.62,30937.0,2.11,19445.0
29/06/2022,131247,UNAI,2,11353.98,24682,35,0.46,1.78,12574.0,2.27,38210.0
29/06/2022,131251,FFCO,2,777.12,1619,9,0.48,1.18,500.0,1.68,10598.0
29/06/2022,131255,DERA,2,4041.34,6518,9,0.62,1.18,16271.0,1.68,1500.0
29/06/2022,131256,ABUS,2,3240.88,5681,14,0.57,1.29,2729.0,1.79,10100.0
29/06/2022,131258,FUTR,2,108951.54,363182,27,0.28,1.6,3300.0,2.09,17941.0
29/06/2022,131260,SALM,2,13939.06,8360,21,1.62,1.46,590.0,1.95,1000.0
29/06/2022,131261,RICS,2,941.05,3245,5,0.29,1.09,2135.0,1.59,11228.0
29/06/2022,131262,RUMM,2,43631.85,218124,86,0.2,2.96,131350.0,3.43,9600.0
29/06/2022,131265,THDI,2,4108.45,3666,15,1.12,1.32,999.0,1.82,1325.0
29/06/2022,131267,KAFA,2,36080.72,58176,36,0.62,1.8,17690.0,2.29,214804.0
29/06/2022,131268,THMA,2,19555.65,49835,40,0.39,1.89,8107.0,2.38,11000.0
29/06/2022,131269,FRST,2,194.44,806,4,0.24,1.07,26912.0,1.57,13169.0
29/06/2022,131270,PROF,2,1917.99,3314,10,0.57,1.2,10491.0,1.7,15187.0
29/06/2022,131272,FOOD,0,0.27,9,1,0.03,1.0,1816.0,1.5,1510.0
29/06/2022,131274,DARA,1,571.0,1000,2,0.57,1.02,200.0,1.52,4344.0
29/06/2022,131275,SABK,2,870.0,1500,4,0.58,1.07,1000.0,1.57,7250.0
29/06/2022,131278,SHRA,2,8057.12,9658,25,0.83,1.55,1211.0,2.04,2000.0
29/06/2022,131279,IBNH,2,490.0,500,1,0.98,1.0,1665.0,1.5,300.0
29/06/2022,131281,AMWJ,2,825.0,7650,7,0.1,1.14,28760.0,1.64,48975.0
29/06/2022,131282,DAIF,2,16.9,70,2,0.24,1.02,90246.0,1.52,15840.0
29/06/2022,131283,SURA,2,8384.45,21497,13,0.39,1.27,12838.0,1.77,18695.0
29/06/2022,131284,MSKN,2,7.63,7,1,1.09,1.0,240.0,1.5,0.0
29/06/2022,131285,AMON,2,120676.7,160900,4,0.75,1.07,1000.0,1.57,500.0
29/06/2022,131286,MANE,1,33077.4,20570,47,1.59,2.05,1075.0,2.54,1800.0
29/06/2022,131287,ENTK,2,46.0,100,1,0.46,1.0,114792.0,1.5,0.0
29/06/2022,141002,JPPC,2,49732.19,28710,39,1.65,1.87,1713.0,2.36,100.0
29/06/2022,141003,APCT,2,912.4,810,7,1.11,1.14,885.0,1.64,304.0
29/06/2022,141009,ICAG,1,455.0,500,4,0.91,1.07,200.0,1.57,200.0
29/06/2022,141012,DADI,2,2196.81,2219,5,0.99,1.09,2000.0,1.59,4980.0
29/06/2022,141015,JOCF,0,2540.0,2000,1,1.27,1.0,1000.0,1.5,100.0
29/06/2022,141018,JOPH,1,759357.21,20805,175,36.28,5.0,374.0,5.45,56.0
29/06/2022,141019,JOPI,2,1596.01,2020,6,0.79,1.11,5983.0,1.61,8702.0
29/06/2022,141026,JOIC,0,205.41,167,2,1.23,1.02,100.0,1.52,33.0
29/06/2022,141036,ATTA,2,80056.48,71479,31,1.12,1.69,24514.0,2.18,97215.0
29/06/2022,141039,WIRE,2,943.54,4966,4,0.19,1.07,106640.0,1.57,678.0
29/06/2022,141042,JOCM,0,19.66,48,8,0.4,1.16,995.0,1.66,2225.0
29/06/2022,141043,APOT,1,10444.99,250,6,41.7,1.12,29.0,1.62,15.0
29/06/2022,141055,JOIR,2,14315.01,41616,38,0.34,1.85,27860.0,2.34,9600.0
29/06/2022,141058,ATCO,2,109367.58,141626,95,0.77,3.16,10252.0,3.63,3920.0
29/06/2022,141061,ELZA,0,1500.0,3500,4,0.42,1.07,13317.0,1.57,5500.0
29/06/2022,141065,RMCC,2,5057.86,14451,11,0.35,1.23,7307.0,1.73,3800.0
29/06/2022,141070,JOST,2,18152.75,68235,44,0.25,1.98,106519.0,2.47,5000.0
29/06/2022,141074,UTOB,2,13634.45,13332,31,1.01,1.69,3660.0,2.18,3200.0
29/06/2022,141086,INOH,0,462800.0,260000,2,1.78,1.02,100.0,1.52,200.0
29/06/2022,141091,NATA,2,13180.29,11462,21,1.14,1.46,3500.0,1.95,5909.0
29/06/2022,141094,NDAR,2,24164.45,20360,52,1.14,2.18,50.0,2.66,61899.0
29/06/2022,141097,MECE,0,7893.49,17657,32,0.44,1.71,4058.0,2.2,14110.0
29/06/2022,141106,IDMC,1,14618.0,25200,5,0.58,1.09,27900.0,1.59,6072.0
29/06/2022,141203,TRAV,0,3.6,30,1,0.12,1.0,870.0,1.5,260.0
29/06/2022,141208,AQRM,2,1401.08,4003,13,0.35,1.27,11400.0,1.77,2000.0
29/06/2022,141210,HPIC,1,889.0,300,3,2.95,1.05,900.0,1.55,20.0
29/06/2022,141213,CJCC,0,6310.08,26966,24,0.22,1.53,1270.0,2.02,551.0
29/06/2022,141214,ASAS,2,991346.52,2032462,10,0.48,1.2,3970.0,1.7,10.0
29/06/2022,141215,UCIC,2,148.0,400,1,0.37,1.0,11675.0,1.5,5875.0
29/06/2022,141217,IPCH,2,50593.3,104868,49,0.48,2.1,6542.0,2.59,4200.0
29/06/2022,141222,SNRA,2,1641.0,300,2,5.47,1.02,200.0,1.52,125.0
29/06/2022,141224,NCCO,1,1060.85,433,1,2.45,1.0,50.0,1.5,1000.0
29/06/2022,142041,JOPT,1,994260.87,181858,371,5.43,9.49,2004.0,9.88,2701.0
29/08/2022,111001,JOIB,1,45603.1,12183,26,3.73,1.58,315.0,2.07,1009.0
29/08/2022,111002,JOKB,1,7982.12,4981,7,1.6,1.14,4267.0,1.64,8740.0
29/08/2022,111003,JCBK,1,4.65,5,1,0.93,1.0,2025.0,1.5,495.0
29/08/2022,111004,THBK,1,7434.2,2009,8,3.7,1.16,10.0,1.66,281.0
29/08/2022,111005,AJIB,1,19388.01,15000,15,1.28,1.32,999.0,1.82,1500.0
29/08/2022,111006,SIBK,1,1920.0,1000,2,1.92,1.02,400.0,1.52,108.0
29/08/2022,111007,UBSI,1,3620.0,2000,3,1.81,1.05,1500.0,1.55,2125.0
29/08/2022,111014,INVB,1,22848.72,15072,12,1.51,1.25,8000.0,1.75,5178.0
29/08/2022,111017,CAPL,1,174362.53,72315,81,2.4,2.83,2000.0,3.31,16702.0
29/08/2022,111021,CABK,1,5299.34,4100,9,1.29,1.18,2400.0,1.68,9103.0
29/08/2022,111022,BOJX,1,43878.01,20035,28,2.18,1.62,2945.0,2.11,800.0
29/08/2022,111027,BAMB,0,57.12,271,3,0.21,1.05,4289.0,1.55,9220.0
29/08/2022,111033,AHLI,1,19898.68,18503,16,1.07,1.34,11190.0,1.84,5411.0
29/08/2022,113023,ARBK,1,237954.06,49230,75,4.82,2.7,990.0,3.18,5256.0
29/08/2022,121002,MEIN,1,315956.56,267817,4,1.17,1.07,1000.0,1.57,1000.0
29/08/2022,121004,JOIN,1,136.0,100,1,1.36,1.0,3350.0,1.5,2900.0
29/08/2022,121013,MIIC,1,147.0,300,2,0.49,1.02,250.0,1.52,2000.0
29/08/2022,121014,AOIC,2,1099.6,640,12,1.68,1.25,100.0,1.75,300.0
29/08/2022,121020,AIUI,2,3.6,5,1,0.72,1.0,606895.0,1.5,200.0
29/08/2022,121025,TIIC,1,6652.21,4600,8,1.44,1.16,536.0,1.66,3434.0
29/08/2022,121026,ARAS,2,280.0,2000,1,0.14,1.0,3200.0,1.5,16088.0
29/08/2022,121034,FINS,1,2051.62,3107,10,0.66,1.2,6227.0,1.7,3429.0
29/08/2022,131003,JOHT,2,101.81,40,2,2.39,1.02,243.0,1.52,50.0
29/08/2022,131004,JOEP,1,376258.88,190884,214,1.96,5.89,4106.0,6.33,31543.0
29/08/2022,131005,AIHO,2,40.94,46,2,0.89,1.02,1447.0,1.52,676.0
29/08/2022,131010,IREL,1,592.8,57,1,10.4,1.0,200.0,1.5,107.0
29/08/2022,131013,PRES,0,37.8,270,1,0.14,1.0,5680.0,1.5,360.0
29/08/2022,131017,JDPC,2,28550.55,67007,41,0.42,1.92,9390.0,2.41,9400.0
29/08/2022,131019,TAJM,2,67408.2,224572,99,0.3,3.25,33310.0,3.72,38000.0
29/08/2022,131039,JOIT,2,620.0,1000,2,0.62,1.02,1000.0,1.52,1000.0
29/08/2022,131067,ZARA,2,207.5,500,2,0.41,1.02,250.0,1.52,1010.0
29/08/2022,131069,UINV,2,10411.25,13175,16,0.79,1.34,8079.0,1.84,7600.0
29/08/2022,131073,ULDC,2,7743.64,4623,5,1.67,1.09,900.0,1.59,4477.0
29/08/2022,131076,JNTH,2,60206.0,131100,34,0.45,1.76,28803.0,2.25,58198.0
29/08/2022,131077,SPIC,1,943.5,1150,5,0.82,1.09,1450.0,1.59,2600.0
29/08/2022,131082,AEIV,2,99892.23,175239,13,0.57,1.27,6528.0,1.77,2100.0
29/08/2022,131097,CEIG,2,9.5,10,1,0.95,1.0,420610.0,1.5,100.0
29/08/2022,131098,MALL,2,4971.31,9697,15,0.51,1.32,700.0,1.82,5114.0
29/08/2022,131101,AQAR,2,848.45,1195,1,0.71,1.0,5392.0,1.5,3192.0
29/08/2022,131206,JTEL,1,536436.78,242859,133,2.2,4.03,1068.0,4.49,22585.0
29/08/2022,131207,CICO,2,3180.0,2000,1,1.59,1.0,2000.0,1.5,670.0
29/08/2022,131208,NAQL,2,112.25,700,5,0.16,1.09,33687.0,1.59,5000.0
29/08/2022,131213,RJAL,0,39.0,205,3,0.19,1.05,3193.0,1.55,37162.0
29/08/2022,131217,IPRO,0,4837.2,40785,13,0.11,1.27,283674.0,1.77,214357.0
29/08/2022,131218,REAL,1,1030.11,992,7,1.03,1.14,2265.0,1.64,708.0
29/08/2022,131225,INMA,0,3740.04,11348,12,0.32,1.25,2418.0,1.75,12399.0
29/08/2022,131226,INVH,0,3044.9,11550,14,0.25,1.29,10200.0,1.79,700.0
29/08/2022,131227,AMWL,0,808.9,10110,3,0.08,1.05,256941.0,1.55,139954.0
29/08/2022,131228,OFTC,2,540.0,2000,2,0.27,1.02,8000.0,1.52,6185.0
29/08/2022,131229,JRCD,2,1453.24,2849,9,0.51,1.18,975.0,1.68,11712.0
29/08/2022,131231,AMAL,2,67956.68,71533,8,0.95,1.16,1321.0,1.66,20.0
29/08/2022,131232,CEBC,2,201.7,310,3,0.62,1.05,734.0,1.55,1290.0
29/08/2022,131234,AMAD,2,197.5,250,1,0.79,1.0,500.0,1.5,1500.0
29/08/2022,131235,WIVA,2,18884.4,47211,16,0.4,1.34,2364.0,1.84,2100.0
29/08/2022,131236,IHCO,2,33272.93,63651,70,0.52,2.58,1000.0,3.06,23500.0
29/08/2022,131237,EMAR,0,7658.0,51050,5,0.15,1.09,87806.0,1.59,49000.0
29/08/2022,131239,PHNX,2,1053.96,6206,4,0.16,1.07,190450.0,1.57,876186.0
29/08/2022,131243,MSFT,2,3824.85,8895,15,0.43,1.32,76768.0,1.82,5005.0
29/08/2022,131246,HIPR,2,15945.66,51421,27,0.31,1.6,7785.0,2.09,26345.0
29/08/2022,131247,UNAI,2,119863.49,239977,119,0.49,3.7,11510.0,4.17,200.0
29/08/2022,131250,BLAD,2,11827.84,36958,4,0.32,1.07,132.0,1.57,1000.0
29/08/2022,131251,FFCO,2,5564.5,9350,16,0.59,1.34,4900.0,1.84,9400.0
29/08/2022,131255,DERA,2,9300.05,15000,3,0.62,1.05,5015.0,1.55,5000.0
29/08/2022,131256,ABUS,2,1114.0,2100,4,0.53,1.07,2739.0,1.57,110.0
29/08/2022,131258,FUTR,2,282.95,785,3,0.36,1.05,3365.0,1.55,500.0
29/08/2022,131261,RICS,2,3379.05,10872,13,0.31,1.27,1800.0,1.77,9750.0
29/08/2022,131262,RUMM,2,5679.36,35496,15,0.16,1.32,27237.0,1.82,186635.0
29/08/2022,131263,CARD,2,3636.28,90907,12,0.04,1.25,155009.0,1.75,65343.0
29/08/2022,131265,THDI,2,281.52,274,4,1.02,1.07,705.0,1.57,200.0
29/08/2022,131267,KAFA,2,119638.15,151630,87,0.77,2.98,5050.0,3.45,2000.0
29/08/2022,131268,THMA,2,5082.5,13375,6,0.38,1.11,24145.0,1.61,58125.0
29/08/2022,131270,PROF,2,2830.73,5897,5,0.48,1.09,584.0,1.59,14626.0
29/08/2022,131274,DARA,1,850.45,1492,4,0.57,1.07,2717.0,1.57,7312.0
29/08/2022,131275,SABK,2,114.0,200,2,0.57,1.02,600.0,1.52,3095.0
29/08/2022,131282,DAIF,2,50.8,220,4,0.23,1.07,47501.0,1.57,1300.0
29/08/2022,131283,SURA,2,52864.58,141960,86,0.37,2.96,5256.0,3.43,57019.0
29/08/2022,131285,AMON,2,111850.0,162100,3,0.69,1.05,3000.0,1.55,1350.0
29/08/2022,131286,MANE,1,7939.42,4434,14,1.79,1.29,833.0,1.79,520.0
29/08/2022,131287,ENTK,2,8584.73,22012,12,0.39,1.25,8157.0,1.75,1100.0
29/08/2022,131289,RUMI,2,10.3,10,1,1.03,1.0,623277.0,1.5,200.0
29/08/2022,141002,JPPC,2,251605.08,142150,5,1.72,1.09,300.0,1.59,523.0
29/08/2022,141003,APCT,2,3326.62,2362,18,1.4,1.4,301.0,1.89,150.0
29/08/2022,141009,ICAG,1,415.71,447,2,0.93,1.02,250.0,1.52,253.0
29/08/2022,141011,NAST,2,1.84,2,1,0.92,1.0,62.0,1.5,73.0
29/08/2022,141012,DADI,2,3864.07,3505,11,1.09,1.23,2996.0,1.73,500.0
29/08/2022,141015,JOCF,0,7883.42,5965,13,1.32,1.27,330.0,1.77,100.0
29/08/2022,141018,JOPH,1,1541063.48,40504,212,37.99,5.84,1090.0,6.28,900.0
29/08/2022,141019,JOPI,2,9355.75,12639,13,0.74,1.27,2223.0,1.77,13100.0
29/08/2022,141036,ATTA,2,533850.6,553230,21,0.95,1.46,2655.0,1.95,200.0
29/08/2022,141038,WOOD,0,1531.2,1200,6,1.25,1.11,718.0,1.61,250.0
29/08/2022,141039,WIRE,2,416.86,2194,3,0.19,1.05,169.0,1.55,58212.0
29/08/2022,141042,JOCM,0,769.78,1061,7,0.7,1.14,2000.0,1.64,1740.0
29/08/2022,141043,APOT,1,56428.5,1357,23,41.5,1.51,602.0,2.0,100.0
29/08/2022,141052,UMIC,1,2665.0,1300,4,2.05,1.07,600.0,1.57,1205.0
29/08/2022,141055,JOIR,2,29650.27,82411,53,0.35,2.2,50404.0,2.68,13836.0
29/08/2022,141058,ATCO,2,475985.68,857354,297,0.55,7.8,27149.0,8.21,103850.0
29/08/2022,141061,ELZA,0,31.0,75,2,0.41,1.02,1000.0,1.52,650.0
29/08/2022,141065,RMCC,2,14590.5,34500,14,0.42,1.29,5325.0,1.79,1446.0
29/08/2022,141070,JOST,2,722.5,3010,2,0.24,1.02,26339.0,1.52,32180.0
29/08/2022,141074,UTOB,2,7864.67,8577,21,0.9,1.46,549.0,1.95,3191.0
29/08/2022,141091,NATA,2,3488.9,2250,10,1.53,1.2,250.0,1.7,800.0
29/08/2022,141094,NDAR,2,2453.54,2473,18,0.99,1.4,1510.0,1.89,600.0
29/08/2022,141097,MECE,0,2177.45,5065,6,0.42,1.11,7564.0,1.61,103171.0
29/08/2022,141106,IDMC,1,41880.7,70780,18,0.59,1.4,53387.0,1.89,50120.0
29/08/2022,141204,JPHM,0,1147.5,3585,6,0.3,1.11,2212.0,1.61,2300.0
29/08/2022,141208,AQRM,2,7078.46,17163,19,0.41,1.42,3863.0,1.91,25.0
29/08/2022,141209,MBED,1,5184.25,2230,11,2.28,1.23,100.0,1.73,115.0
29/08/2022,141210,HPIC,1,3724.75,1175,2,3.17,1.02,200.0,1.52,245.0
29/08/2022,141215,UCIC,2,3554.67,10163,13,0.34,1.27,5987.0,1.77,51067.0
29/08/2022,141216,SHLE,0,17636.06,35629,27,0.47,1.6,10000.0,2.09,2900.0
29/08/2022,141217,IPCH,2,3556.0,8300,10,0.42,1.2,5136.0,1.7,3800.0
29/08/2022,141218,FUND,2,20.9,10,1,2.09,1.0,158806.0,1.5,200.0
29/08/2022,141224,NCCO,1,120.0,50,1,2.4,1.0,400.0,1.5,50.0
29/08/2022,142041,JOPT,1,527644.34,80899,253,6.51,6.78,1045.0,7.21,5525.0
29/09/2022,111001,JOIB,1,168873.62,44526,51,3.78,2.14,12033.0,2.63,6450.0
29/09/2022,111002,JOKB,1,9094.3,5668,8,1.6,1.16,10962.0,1.66,2250.0
29/09/2022,111003,JCBK,1,30150.0,33500,8,0.9,1.16,320.0,1.66,500.0
29/09/2022,111004,THBK,1,5480.3,1505,7,3.64,1.14,150.0,1.64,235.0
29/09/2022,111005,AJIB,1,1.27,1,1,1.27,1.0,499.0,1.5,4500.0
29/09/2022,111006,SIBK,1,3000.4,1570,4,1.91,1.07,846.0,1.57,4640.0
29/09/2022,111007,UBSI,1,25682.64,13724,4,1.86,1.07,2500.0,1.57,2137.0
29/09/2022,111014,INVB,1,1858.0,1200,3,1.54,1.05,290.0,1.55,1200.0
29/09/2022,111021,CABK,1,26383.78,20548,22,1.28,1.49,7108.0,1.98,4000.0
29/09/2022,111022,BOJX,1,271.25,125,2,2.17,1.02,1522.0,1.52,1010.0
29/09/2022,111033,AHLI,1,75086.1,74055,34,1.01,1.76,4456.0,2.25,35118.0
29/09/2022,113023,ARBK,1,401649.66,86598,103,4.62,3.34,2394.0,3.81,18.0
29/09/2022,121002,MEIN,1,199472.0,169050,9,1.13,1.18,600.0,1.68,1000.0
29/09/2022,121007,JERY,1,386.0,200,1,1.93,1.0,750.0,1.5,1300.0
29/09/2022,121014,GIGJ,2,31.75,15,2,2.1,1.02,100.0,1.52,654.0
29/09/2022,121020,AIUI,2,27972.56,99902,37,0.28,1.83,50044.0,2.32,50000.0
29/09/2022,121022,JIJC,2,525.9,1753,1,0.3,1.0,21756.0,1.5,6000.0
29/09/2022,121025,TIIC,1,10419.6,7240,14,1.43,1.29,750.0,1.79,1902.0
29/09/2022,131004,JOEP,1,268925.4,137942,118,1.94,3.68,400.0,4.15,15294.0
29/09/2022,131010,IREL,1,992.3,96,6,10.31,1.11,25.0,1.61,57.0
29/09/2022,131017,JDPC,2,40217.79,99661,63,0.39,2.42,13951.0,2.9,115000.0
29/09/2022,131018,MHFZ,2,69.18,87,3,0.78,1.05,34.0,1.55,2000.0
29/09/2022,131019,TAJM,2,14732.0,50800,10,0.29,1.2,8000.0,1.7,79809.0
29/09/2022,131025,JEIH,2,1536.58,3201,12,0.48,1.25,209.0,1.75,4600.0
29/09/2022,131051,ZEIC,1,1919.37,798,5,2.37,1.09,3000.0,1.59,3.0
29/09/2022,131052,AIEI,1,25.2,10,1,2.52,1.0,1190.0,1.5,1000.0
29/09/2022,131064,ABLA,0,644.98,10748,6,0.06,1.11,213478.0,1.61,4427.0
29/09/2022,131069,UINV,2,653895.03,837808,72,0.77,2.63,200.0,3.11,12005.0
29/09/2022,131076,JNTH,2,58124.01,150795,53,0.38,2.2,32100.0,2.68,80194.0
29/09/2022,131077,SPIC,1,41415.71,52423,61,0.79,2.38,6771.0,2.86,1450.0
29/09/2022,131082,AEIV,2,1690.05,2965,4,0.57,1.07,5000.0,1.57,2000.0
29/09/2022,131097,CEIG,2,146.0,200,1,0.73,1.0,559063.0,1.5,10000.0
29/09/2022,131098,MALL,2,1555.2,3110,10,0.5,1.2,120.0,1.7,500.0
29/09/2022,131101,AQAR,2,258.75,375,1,0.69,1.0,464.0,1.5,555.0
29/09/2022,131206,JTEL,1,458205.93,205807,116,2.21,3.64,8923.0,4.11,4810.0
29/09/2022,131207,CICO,2,4793.0,2700,5,1.74,1.09,300.0,1.59,693.0
29/09/2022,131208,NAQL,2,257.0,1600,3,0.16,1.05,5000.0,1.55,26373.0
29/09/2022,131213,RJAL,0,547.74,3043,4,0.18,1.07,2738.0,1.57,154200.0
29/09/2022,131217,IPRO,0,12570.1,125701,7,0.1,1.14,165394.0,1.64,55930.0
29/09/2022,131218,REAL,1,12220.74,12000,20,1.0,1.44,300.0,1.93,2500.0
29/09/2022,131220,AIFE,1,7217.19,2000,2,3.6,1.02,200.0,1.52,19.0
29/09/2022,131225,INMA,2,2289.98,5578,12,0.41,1.25,6105.0,1.75,66.0
29/09/2022,131226,INVH,0,2183.5,8400,3,0.25,1.05,9550.0,1.55,1899.0
29/09/2022,131227,AMWL,0,400.45,5005,4,0.08,1.07,539442.0,1.57,11000.0
29/09/2022,131229,JRCD,2,3761.0,7522,9,0.5,1.18,1171.0,1.68,8472.0
29/09/2022,131230,SECO,0,1196.7,2849,7,0.42,1.14,687.0,1.64,500.0
29/09/2022,131231,AMAL,2,22208.5,23880,5,0.93,1.09,5000.0,1.59,2500.0
29/09/2022,131232,CEBC,2,14828.48,27050,14,0.53,1.29,302.0,1.79,400.0
29/09/2022,131235,WIVA,2,409.22,1106,2,0.37,1.02,2331.0,1.52,3100.0
29/09/2022,131236,IHCO,2,8350.65,21975,28,0.38,1.62,1500.0,2.11,24180.0
29/09/2022,131237,EMAR,0,300.0,2000,1,0.15,1.0,56134.0,1.5,31935.0
29/09/2022,131239,PHNX,2,11592.75,77284,20,0.15,1.44,127831.0,1.93,272381.0
29/09/2022,131241,COHO,2,2129.5,2950,13,0.72,1.27,450.0,1.77,750.0
29/09/2022,131243,MSFT,2,1428.89,3323,7,0.43,1.14,21001.0,1.64,6700.0
29/09/2022,131246,HIPR,2,9703.68,33547,22,0.28,1.49,64733.0,1.98,11078.0
29/09/2022,131247,UNAI,2,45659.04,104828,56,0.42,2.27,19606.0,2.75,8477.0
29/09/2022,131251,FFCO,2,889.28,1588,8,0.56,1.16,1825.0,1.66,462.0
29/09/2022,131255,DERA,2,6034.22,10072,19,0.59,1.42,748.0,1.91,6500.0
29/09/2022,131260,SALM,2,448290.24,246965,31,1.7,1.69,1100.0,2.18,1100.0
29/09/2022,131261,RICS,2,60.0,200,1,0.3,1.0,1500.0,1.5,8600.0
29/09/2022,131262,RUMM,2,43873.44,287395,90,0.14,3.05,13722.0,3.52,39803.0
29/09/2022,131265,THDI,2,3285.3,3425,17,0.93,1.36,6.0,1.86,4200.0
29/09/2022,131267,KAFA,2,21192.09,28080,34,0.75,1.76,3990.0,2.25,11940.0
29/09/2022,131268,THMA,2,17882.33,50334,34,0.35,1.76,26064.0,2.25,11017.0
29/09/2022,131269,FRST,2,138.28,572,4,0.24,1.07,54913.0,1.57,4746.0
29/09/2022,131270,PROF,2,2838.63,6170,5,0.46,1.09,25515.0,1.59,28239.0
29/09/2022,131272,FOOD,0,0.18,9,1,0.02,1.0,2290.0,1.5,5681.0
29/09/2022,131275,SABK,2,2500.5,5001,2,0.5,1.02,7054.0,1.52,10900.0
29/09/2022,131278,SHRA,2,10509.6,15010,7,0.7,1.14,749.0,1.64,2130.0
29/09/2022,131279,IBNH,2,7258.8,8260,7,0.87,1.14,2000.0,1.64,1000.0
29/09/2022,131281,AMWJ,2,48.0,400,4,0.12,1.07,83199.0,1.57,26160.0
29/09/2022,131282,DAIF,2,487.3,2030,6,0.24,1.11,21910.0,1.61,22930.0
29/09/2022,131283,SURA,2,1997.43,5547,5,0.36,1.09,3114.0,1.59,31739.0
29/09/2022,131285,AMON,2,721.3,1060,2,0.68,1.02,10750.0,1.52,500.0
29/09/2022,131286,MANE,1,4681.1,2635,10,1.77,1.2,2017.0,1.7,585.0
29/09/2022,131287,ENTK,2,37876.35,79830,73,0.46,2.65,14235.0,3.13,6405.0
29/09/2022,131289,RUMI,2,21059.4,35099,32,0.6,1.71,231183.0,2.2,200.0
29/09/2022,141002,JPPC,2,339435.81,270417,13,1.25,1.27,121.0,1.77,155.0
29/09/2022,141003,APCT,2,23380.16,18389,66,1.25,2.49,2326.0,2.97,2201.0
29/09/2022,141009,ICAG,1,1365.0,1500,2,0.91,1.02,200.0,1.52,200.0
29/09/2022,141010,ACDT,2,620.0,500,1,1.24,1.0,1500.0,1.5,217.0
29/09/2022,141011,NAST,2,201.6,240,3,0.84,1.05,500.0,1.55,160.0
29/09/2022,141012,DADI,2,2302.56,2221,9,1.03,1.18,1409.0,1.68,1000.0
29/09/2022,141015,JOCF,0,9169.02,7848,20,1.12,1.44,312.0,1.93,3000.0
29/09/2022,141018,JOPH,1,1500068.26,42550,305,34.68,7.98,167.0,8.39,165.0
29/09/2022,141019,JOPI,2,23103.78,30754,71,0.74,2.61,4794.0,3.09,4000.0
29/09/2022,141036,ATTA,2,46922.4,61613,110,0.76,3.5,1100.0,3.97,2456.0
29/09/2022,141042,JOCM,0,1049.32,1624,7,0.64,1.14,1550.0,1.64,436.0
